sample_id,source_form,synthetic_image,ground_truth_mask,anomaly_type,label,mask_pixels,raw_anomaly_score,anomaly_score_0_100
synthetic_form_00512,a01-038x,data\synthetic_form_anomalies\images\synthetic_form_00512.png,data\synthetic_form_anomalies\masks\synthetic_form_00512_mask.png,blur,1,5812,0.86943513,38.637623
synthetic_form_00513,a01-058u,data\synthetic_form_anomalies\images\synthetic_form_00513.png,data\synthetic_form_anomalies\masks\synthetic_form_00513_mask.png,thinning,1,2098,0.91450006,41.606018
synthetic_form_00514,a06-147,data\synthetic_form_anomalies\images\synthetic_form_00514.png,data\synthetic_form_anomalies\masks\synthetic_form_00514_mask.png,thinning,1,1218,1.2931134,66.54501
synthetic_form_00515,g01-039,data\synthetic_form_anomalies\images\synthetic_form_00515.png,data\synthetic_form_anomalies\masks\synthetic_form_00515_mask.png,thickening,1,8973,0.9272164,42.443638
synthetic_form_00516,g06-031e,data\synthetic_form_anomalies\images\synthetic_form_00516.png,data\synthetic_form_anomalies\masks\synthetic_form_00516_mask.png,thinning,1,5375,0.641059,23.59465
synthetic_form_00517,n06-082,data\synthetic_form_anomalies\images\synthetic_form_00517.png,data\synthetic_form_anomalies\masks\synthetic_form_00517_mask.png,thickening,1,9191,0.6776594,26.005495
synthetic_form_00518,g05-098,data\synthetic_form_anomalies\images\synthetic_form_00518.png,data\synthetic_form_anomalies\masks\synthetic_form_00518_mask.png,thickening,1,5292,0.6736536,25.741636
synthetic_form_00519,a01-026x,data\synthetic_form_anomalies\images\synthetic_form_00519.png,data\synthetic_form_anomalies\masks\synthetic_form_00519_mask.png,dropout,1,3705,0.9391173,43.227543
synthetic_form_00520,m06-076,data\synthetic_form_anomalies\images\synthetic_form_00520.png,data\synthetic_form_anomalies\masks\synthetic_form_00520_mask.png,thickening,1,4151,0.9162863,41.723675
synthetic_form_00521,c06-043,data\synthetic_form_anomalies\images\synthetic_form_00521.png,data\synthetic_form_anomalies\masks\synthetic_form_00521_mask.png,dropout,1,3846,1.0485464,50.435562
synthetic_form_00522,e02-082,data\synthetic_form_anomalies\images\synthetic_form_00522.png,data\synthetic_form_anomalies\masks\synthetic_form_00522_mask.png,thickening,1,7083,0.8784327,39.230286
synthetic_form_00523,f02-076,data\synthetic_form_anomalies\images\synthetic_form_00523.png,data\synthetic_form_anomalies\masks\synthetic_form_00523_mask.png,thinning,1,9917,0.6017443,21.00502
synthetic_form_00524,a05-058,data\synthetic_form_anomalies\images\synthetic_form_00524.png,data\synthetic_form_anomalies\masks\synthetic_form_00524_mask.png,thinning,1,11334,1.2126052,61.241997
synthetic_form_00525,n04-130,data\synthetic_form_anomalies\images\synthetic_form_00525.png,data\synthetic_form_anomalies\masks\synthetic_form_00525_mask.png,thinning,1,7485,0.81368536,34.965427
synthetic_form_00526,h07-030a,data\synthetic_form_anomalies\images\synthetic_form_00526.png,data\synthetic_form_anomalies\masks\synthetic_form_00526_mask.png,dropout,1,2295,0.82111555,35.454845
synthetic_form_00527,d04-058,data\synthetic_form_anomalies\images\synthetic_form_00527.png,data\synthetic_form_anomalies\masks\synthetic_form_00527_mask.png,dropout,1,16974,1.1721051,58.574276
synthetic_form_00528,f04-074,data\synthetic_form_anomalies\images\synthetic_form_00528.png,data\synthetic_form_anomalies\masks\synthetic_form_00528_mask.png,dropout,1,16095,0.87916344,39.27842
synthetic_form_00529,h06-000,data\synthetic_form_anomalies\images\synthetic_form_00529.png,data\synthetic_form_anomalies\masks\synthetic_form_00529_mask.png,dropout,1,17957,1.1721634,58.578117
synthetic_form_00530,g06-045g,data\synthetic_form_anomalies\images\synthetic_form_00530.png,data\synthetic_form_anomalies\masks\synthetic_form_00530_mask.png,dropout,1,23257,0.5879935,20.099266
synthetic_form_00531,a06-008,data\synthetic_form_anomalies\images\synthetic_form_00531.png,data\synthetic_form_anomalies\masks\synthetic_form_00531_mask.png,thinning,1,7668,0.5355271,16.643343
synthetic_form_00532,a05-108,data\synthetic_form_anomalies\images\synthetic_form_00532.png,data\synthetic_form_anomalies\masks\synthetic_form_00532_mask.png,thinning,1,8879,1.2422282,63.193237
synthetic_form_00533,f03-191,data\synthetic_form_anomalies\images\synthetic_form_00533.png,data\synthetic_form_anomalies\masks\synthetic_form_00533_mask.png,thickening,1,2579,0.4610618,11.738366
synthetic_form_00534,g06-047p,data\synthetic_form_anomalies\images\synthetic_form_00534.png,data\synthetic_form_anomalies\masks\synthetic_form_00534_mask.png,thickening,1,7371,1.0066595,47.6765
synthetic_form_00535,a06-025,data\synthetic_form_anomalies\images\synthetic_form_00535.png,data\synthetic_form_anomalies\masks\synthetic_form_00535_mask.png,dropout,1,16545,0.48843768,13.541595
synthetic_form_00536,b01-053,data\synthetic_form_anomalies\images\synthetic_form_00536.png,data\synthetic_form_anomalies\masks\synthetic_form_00536_mask.png,thickening,1,5273,0.9033891,40.87415
synthetic_form_00537,l07-118,data\synthetic_form_anomalies\images\synthetic_form_00537.png,data\synthetic_form_anomalies\masks\synthetic_form_00537_mask.png,thickening,1,11839,0.9241914,42.24438
synthetic_form_00538,g06-037d,data\synthetic_form_anomalies\images\synthetic_form_00538.png,data\synthetic_form_anomalies\masks\synthetic_form_00538_mask.png,thinning,1,6070,0.4686299,12.236871
synthetic_form_00539,n06-111,data\synthetic_form_anomalies\images\synthetic_form_00539.png,data\synthetic_form_anomalies\masks\synthetic_form_00539_mask.png,blur,1,1900,0.69937253,27.435722
synthetic_form_00540,e07-090,data\synthetic_form_anomalies\images\synthetic_form_00540.png,data\synthetic_form_anomalies\masks\synthetic_form_00540_mask.png,thickening,1,3487,0.82204086,35.515793
synthetic_form_00541,g06-045m,data\synthetic_form_anomalies\images\synthetic_form_00541.png,data\synthetic_form_anomalies\masks\synthetic_form_00541_mask.png,dropout,1,11601,0.7683918,31.981972
synthetic_form_00542,a05-058,data\synthetic_form_anomalies\images\synthetic_form_00542.png,data\synthetic_form_anomalies\masks\synthetic_form_00542_mask.png,dropout,1,2560,1.2044773,60.706615
synthetic_form_00543,l04-179,data\synthetic_form_anomalies\images\synthetic_form_00543.png,data\synthetic_form_anomalies\masks\synthetic_form_00543_mask.png,thickening,1,2448,0.8326644,36.21556
synthetic_form_00544,f01-053,data\synthetic_form_anomalies\images\synthetic_form_00544.png,data\synthetic_form_anomalies\masks\synthetic_form_00544_mask.png,dropout,1,9432,0.55518764,17.938368
synthetic_form_00545,f04-100,data\synthetic_form_anomalies\images\synthetic_form_00545.png,data\synthetic_form_anomalies\masks\synthetic_form_00545_mask.png,thinning,1,4744,0.8597323,37.998505
synthetic_form_00546,f04-032,data\synthetic_form_anomalies\images\synthetic_form_00546.png,data\synthetic_form_anomalies\masks\synthetic_form_00546_mask.png,dropout,1,3691,1.3176916,68.163956
synthetic_form_00547,f02-044,data\synthetic_form_anomalies\images\synthetic_form_00547.png,data\synthetic_form_anomalies\masks\synthetic_form_00547_mask.png,blur,1,16984,0.7861068,33.14885
synthetic_form_00548,r03-050,data\synthetic_form_anomalies\images\synthetic_form_00548.png,data\synthetic_form_anomalies\masks\synthetic_form_00548_mask.png,thinning,1,5078,0.77486855,32.408592
synthetic_form_00549,g04-098,data\synthetic_form_anomalies\images\synthetic_form_00549.png,data\synthetic_form_anomalies\masks\synthetic_form_00549_mask.png,blur,1,14391,0.59546995,20.591734
synthetic_form_00550,b03-092,data\synthetic_form_anomalies\images\synthetic_form_00550.png,data\synthetic_form_anomalies\masks\synthetic_form_00550_mask.png,thinning,1,8139,0.9398612,43.27654
synthetic_form_00551,r02-065,data\synthetic_form_anomalies\images\synthetic_form_00551.png,data\synthetic_form_anomalies\masks\synthetic_form_00551_mask.png,dropout,1,5562,0.6342184,23.144066
synthetic_form_00552,e06-026,data\synthetic_form_anomalies\images\synthetic_form_00552.png,data\synthetic_form_anomalies\masks\synthetic_form_00552_mask.png,dropout,1,23608,0.9006578,40.69424
synthetic_form_00553,b05-098,data\synthetic_form_anomalies\images\synthetic_form_00553.png,data\synthetic_form_anomalies\masks\synthetic_form_00553_mask.png,thinning,1,4176,1.0403913,49.898388
synthetic_form_00554,g04-104,data\synthetic_form_anomalies\images\synthetic_form_00554.png,data\synthetic_form_anomalies\masks\synthetic_form_00554_mask.png,dropout,1,17379,0.5695373,18.883568
synthetic_form_00555,l04-034,data\synthetic_form_anomalies\images\synthetic_form_00555.png,data\synthetic_form_anomalies\masks\synthetic_form_00555_mask.png,dropout,1,6330,0.75843,31.325796
synthetic_form_00556,k03-152,data\synthetic_form_anomalies\images\synthetic_form_00556.png,data\synthetic_form_anomalies\masks\synthetic_form_00556_mask.png,thickening,1,11988,0.6534794,24.412775
synthetic_form_00557,d06-050,data\synthetic_form_anomalies\images\synthetic_form_00557.png,data\synthetic_form_anomalies\masks\synthetic_form_00557_mask.png,thinning,1,6742,0.40054193,7.7519655
synthetic_form_00558,k07-122,data\synthetic_form_anomalies\images\synthetic_form_00558.png,data\synthetic_form_anomalies\masks\synthetic_form_00558_mask.png,blur,1,7491,0.74552894,30.476013
synthetic_form_00559,g06-045d,data\synthetic_form_anomalies\images\synthetic_form_00559.png,data\synthetic_form_anomalies\masks\synthetic_form_00559_mask.png,blur,1,3638,0.6815894,26.264364
synthetic_form_00560,d01-056,data\synthetic_form_anomalies\images\synthetic_form_00560.png,data\synthetic_form_anomalies\masks\synthetic_form_00560_mask.png,thinning,1,7016,0.93031174,42.64752
synthetic_form_00561,g04-081,data\synthetic_form_anomalies\images\synthetic_form_00561.png,data\synthetic_form_anomalies\masks\synthetic_form_00561_mask.png,thinning,1,8716,0.9994056,47.19869
synthetic_form_00562,a01-096u,data\synthetic_form_anomalies\images\synthetic_form_00562.png,data\synthetic_form_anomalies\masks\synthetic_form_00562_mask.png,dropout,1,2783,0.93963134,43.2614
synthetic_form_00563,a06-008,data\synthetic_form_anomalies\images\synthetic_form_00563.png,data\synthetic_form_anomalies\masks\synthetic_form_00563_mask.png,blur,1,15416,0.53585166,16.664719
synthetic_form_00564,f02-030,data\synthetic_form_anomalies\images\synthetic_form_00564.png,data\synthetic_form_anomalies\masks\synthetic_form_00564_mask.png,dropout,1,2681,0.7172753,28.614967
synthetic_form_00565,g01-000,data\synthetic_form_anomalies\images\synthetic_form_00565.png,data\synthetic_form_anomalies\masks\synthetic_form_00565_mask.png,dropout,1,5511,0.5966237,20.667732
synthetic_form_00566,f04-020,data\synthetic_form_anomalies\images\synthetic_form_00566.png,data\synthetic_form_anomalies\masks\synthetic_form_00566_mask.png,thickening,1,5478,1.2086453,60.98116
synthetic_form_00567,f07-081a,data\synthetic_form_anomalies\images\synthetic_form_00567.png,data\synthetic_form_anomalies\masks\synthetic_form_00567_mask.png,thinning,1,17097,0.8981136,40.526657
synthetic_form_00568,k04-064,data\synthetic_form_anomalies\images\synthetic_form_00568.png,data\synthetic_form_anomalies\masks\synthetic_form_00568_mask.png,dropout,1,13953,1.2540699,63.973244
synthetic_form_00569,g07-022a,data\synthetic_form_anomalies\images\synthetic_form_00569.png,data\synthetic_form_anomalies\masks\synthetic_form_00569_mask.png,thinning,1,6844,0.86764604,38.519775
synthetic_form_00570,m04-238,data\synthetic_form_anomalies\images\synthetic_form_00570.png,data\synthetic_form_anomalies\masks\synthetic_form_00570_mask.png,thickening,1,1496,0.70051223,27.510796
synthetic_form_00571,m02-052,data\synthetic_form_anomalies\images\synthetic_form_00571.png,data\synthetic_form_anomalies\masks\synthetic_form_00571_mask.png,dropout,1,3292,0.31465444,2.0946178
synthetic_form_00572,g06-018d,data\synthetic_form_anomalies\images\synthetic_form_00572.png,data\synthetic_form_anomalies\masks\synthetic_form_00572_mask.png,thinning,1,8808,0.52627736,16.03407
synthetic_form_00573,r06-137,data\synthetic_form_anomalies\images\synthetic_form_00573.png,data\synthetic_form_anomalies\masks\synthetic_form_00573_mask.png,thinning,1,11064,0.4032758,7.932042
synthetic_form_00574,f04-071,data\synthetic_form_anomalies\images\synthetic_form_00574.png,data\synthetic_form_anomalies\masks\synthetic_form_00574_mask.png,blur,1,10894,1.1922486,59.90112
synthetic_form_00575,n04-031,data\synthetic_form_anomalies\images\synthetic_form_00575.png,data\synthetic_form_anomalies\masks\synthetic_form_00575_mask.png,blur,1,8840,0.4724826,12.490645
synthetic_form_00576,l07-103,data\synthetic_form_anomalies\images\synthetic_form_00576.png,data\synthetic_form_anomalies\masks\synthetic_form_00576_mask.png,thickening,1,7311,0.83013624,36.049034
synthetic_form_00577,g01-025,data\synthetic_form_anomalies\images\synthetic_form_00577.png,data\synthetic_form_anomalies\masks\synthetic_form_00577_mask.png,blur,1,2168,0.960585,44.6416
synthetic_form_00578,m02-055,data\synthetic_form_anomalies\images\synthetic_form_00578.png,data\synthetic_form_anomalies\masks\synthetic_form_00578_mask.png,blur,1,14409,0.7799476,32.743145
synthetic_form_00579,b04-020,data\synthetic_form_anomalies\images\synthetic_form_00579.png,data\synthetic_form_anomalies\masks\synthetic_form_00579_mask.png,thinning,1,7025,0.98026496,45.937904
synthetic_form_00580,p01-168,data\synthetic_form_anomalies\images\synthetic_form_00580.png,data\synthetic_form_anomalies\masks\synthetic_form_00580_mask.png,dropout,1,18398,0.50416094,14.577275
synthetic_form_00581,l07-085,data\synthetic_form_anomalies\images\synthetic_form_00581.png,data\synthetic_form_anomalies\masks\synthetic_form_00581_mask.png,dropout,1,21976,0.81990355,35.375015
synthetic_form_00582,c03-087f,data\synthetic_form_anomalies\images\synthetic_form_00582.png,data\synthetic_form_anomalies\masks\synthetic_form_00582_mask.png,thinning,1,10693,1.1098374,54.47275
synthetic_form_00583,h04-082,data\synthetic_form_anomalies\images\synthetic_form_00583.png,data\synthetic_form_anomalies\masks\synthetic_form_00583_mask.png,blur,1,3215,0.54156035,17.040747
synthetic_form_00584,g06-050l,data\synthetic_form_anomalies\images\synthetic_form_00584.png,data\synthetic_form_anomalies\masks\synthetic_form_00584_mask.png,thickening,1,1165,0.61482495,21.866634
synthetic_form_00585,b05-067,data\synthetic_form_anomalies\images\synthetic_form_00585.png,data\synthetic_form_anomalies\masks\synthetic_form_00585_mask.png,dropout,1,26528,0.76179063,31.54716
synthetic_form_00586,g06-031k,data\synthetic_form_anomalies\images\synthetic_form_00586.png,data\synthetic_form_anomalies\masks\synthetic_form_00586_mask.png,dropout,1,5490,0.5526477,17.771063
synthetic_form_00587,c03-003d,data\synthetic_form_anomalies\images\synthetic_form_00587.png,data\synthetic_form_anomalies\masks\synthetic_form_00587_mask.png,thinning,1,10215,0.630069,22.870749
synthetic_form_00588,a02-000,data\synthetic_form_anomalies\images\synthetic_form_00588.png,data\synthetic_form_anomalies\masks\synthetic_form_00588_mask.png,blur,1,12415,0.45327124,11.225207
synthetic_form_00589,c03-003f,data\synthetic_form_anomalies\images\synthetic_form_00589.png,data\synthetic_form_anomalies\masks\synthetic_form_00589_mask.png,thickening,1,9859,0.90425044,40.93088
synthetic_form_00590,b03-092,data\synthetic_form_anomalies\images\synthetic_form_00590.png,data\synthetic_form_anomalies\masks\synthetic_form_00590_mask.png,blur,1,30056,0.9278346,42.484352
synthetic_form_00591,k03-117,data\synthetic_form_anomalies\images\synthetic_form_00591.png,data\synthetic_form_anomalies\masks\synthetic_form_00591_mask.png,dropout,1,6208,0.75886786,31.354635
synthetic_form_00592,k04-005,data\synthetic_form_anomalies\images\synthetic_form_00592.png,data\synthetic_form_anomalies\masks\synthetic_form_00592_mask.png,thinning,1,9982,0.7233588,29.01568
synthetic_form_00593,a02-000,data\synthetic_form_anomalies\images\synthetic_form_00593.png,data\synthetic_form_anomalies\masks\synthetic_form_00593_mask.png,thickening,1,4466,0.4507643,11.060077
synthetic_form_00594,b04-010,data\synthetic_form_anomalies\images\synthetic_form_00594.png,data\synthetic_form_anomalies\masks\synthetic_form_00594_mask.png,thinning,1,3250,0.64562994,23.895737
synthetic_form_00595,p03-080,data\synthetic_form_anomalies\images\synthetic_form_00595.png,data\synthetic_form_anomalies\masks\synthetic_form_00595_mask.png,thinning,1,4953,0.5423959,17.095783
synthetic_form_00596,c04-170,data\synthetic_form_anomalies\images\synthetic_form_00596.png,data\synthetic_form_anomalies\masks\synthetic_form_00596_mask.png,blur,1,15154,0.6763441,25.918856
synthetic_form_00597,l07-103,data\synthetic_form_anomalies\images\synthetic_form_00597.png,data\synthetic_form_anomalies\masks\synthetic_form_00597_mask.png,blur,1,2566,0.82335037,35.60205
synthetic_form_00598,e06-006,data\synthetic_form_anomalies\images\synthetic_form_00598.png,data\synthetic_form_anomalies\masks\synthetic_form_00598_mask.png,thickening,1,10734,0.91587234,41.69641
synthetic_form_00599,r06-115,data\synthetic_form_anomalies\images\synthetic_form_00599.png,data\synthetic_form_anomalies\masks\synthetic_form_00599_mask.png,thinning,1,1735,0.689295,26.771923
synthetic_form_00600,d06-063,data\synthetic_form_anomalies\images\synthetic_form_00600.png,data\synthetic_form_anomalies\masks\synthetic_form_00600_mask.png,thinning,1,26995,0.82022583,35.396244
synthetic_form_00601,h04-082,data\synthetic_form_anomalies\images\synthetic_form_00601.png,data\synthetic_form_anomalies\masks\synthetic_form_00601_mask.png,dropout,1,19828,0.55869716,18.169537
synthetic_form_00602,g04-092,data\synthetic_form_anomalies\images\synthetic_form_00602.png,data\synthetic_form_anomalies\masks\synthetic_form_00602_mask.png,dropout,1,1801,1.1153433,54.835423
synthetic_form_00603,j01-045,data\synthetic_form_anomalies\images\synthetic_form_00603.png,data\synthetic_form_anomalies\masks\synthetic_form_00603_mask.png,dropout,1,1043,0.9086087,41.21796
synthetic_form_00604,h04-071,data\synthetic_form_anomalies\images\synthetic_form_00604.png,data\synthetic_form_anomalies\masks\synthetic_form_00604_mask.png,thickening,1,1981,0.65016884,24.19471
synthetic_form_00605,g07-003a,data\synthetic_form_anomalies\images\synthetic_form_00605.png,data\synthetic_form_anomalies\masks\synthetic_form_00605_mask.png,thickening,1,5942,0.91926646,41.91998
synthetic_form_00606,g06-026e,data\synthetic_form_anomalies\images\synthetic_form_00606.png,data\synthetic_form_anomalies\masks\synthetic_form_00606_mask.png,dropout,1,10284,0.8707097,38.72158
synthetic_form_00607,e02-000,data\synthetic_form_anomalies\images\synthetic_form_00607.png,data\synthetic_form_anomalies\masks\synthetic_form_00607_mask.png,blur,1,12635,0.4482537,10.894705
synthetic_form_00608,k04-014,data\synthetic_form_anomalies\images\synthetic_form_00608.png,data\synthetic_form_anomalies\masks\synthetic_form_00608_mask.png,dropout,1,4938,0.7056109,27.846638
synthetic_form_00609,f07-081b,data\synthetic_form_anomalies\images\synthetic_form_00609.png,data\synthetic_form_anomalies\masks\synthetic_form_00609_mask.png,thickening,1,1949,0.3846289,6.703785
synthetic_form_00610,m04-000,data\synthetic_form_anomalies\images\synthetic_form_00610.png,data\synthetic_form_anomalies\masks\synthetic_form_00610_mask.png,thinning,1,1728,0.5173669,15.447142
synthetic_form_00611,g06-109,data\synthetic_form_anomalies\images\synthetic_form_00611.png,data\synthetic_form_anomalies\masks\synthetic_form_00611_mask.png,thinning,1,5668,0.9844349,46.212574
synthetic_form_00612,c02-030,data\synthetic_form_anomalies\images\synthetic_form_00612.png,data\synthetic_form_anomalies\masks\synthetic_form_00612_mask.png,blur,1,3061,0.83098495,36.104942
synthetic_form_00613,a05-108,data\synthetic_form_anomalies\images\synthetic_form_00613.png,data\synthetic_form_anomalies\masks\synthetic_form_00613_mask.png,thickening,1,4198,1.2351891,62.72958
synthetic_form_00614,m03-118,data\synthetic_form_anomalies\images\synthetic_form_00614.png,data\synthetic_form_anomalies\masks\synthetic_form_00614_mask.png,dropout,1,3549,1.8010131,100.0
synthetic_form_00615,n02-045,data\synthetic_form_anomalies\images\synthetic_form_00615.png,data\synthetic_form_anomalies\masks\synthetic_form_00615_mask.png,thickening,1,9918,0.53489,16.601376
synthetic_form_00616,h02-008,data\synthetic_form_anomalies\images\synthetic_form_00616.png,data\synthetic_form_anomalies\masks\synthetic_form_00616_mask.png,thinning,1,7649,0.48255217,13.153921
synthetic_form_00617,a01-026x,data\synthetic_form_anomalies\images\synthetic_form_00617.png,data\synthetic_form_anomalies\masks\synthetic_form_00617_mask.png,thickening,1,7829,0.9348725,42.94794
synthetic_form_00618,p01-174,data\synthetic_form_anomalies\images\synthetic_form_00618.png,data\synthetic_form_anomalies\masks\synthetic_form_00618_mask.png,thinning,1,9300,0.8250876,35.716484
synthetic_form_00619,a06-051,data\synthetic_form_anomalies\images\synthetic_form_00619.png,data\synthetic_form_anomalies\masks\synthetic_form_00619_mask.png,blur,1,7471,0.6976654,27.323277
synthetic_form_00620,e07-076,data\synthetic_form_anomalies\images\synthetic_form_00620.png,data\synthetic_form_anomalies\masks\synthetic_form_00620_mask.png,thinning,1,6072,0.81428045,35.004623
synthetic_form_00621,j06-026,data\synthetic_form_anomalies\images\synthetic_form_00621.png,data\synthetic_form_anomalies\masks\synthetic_form_00621_mask.png,thinning,1,3461,0.9042729,40.932365
synthetic_form_00622,g01-022,data\synthetic_form_anomalies\images\synthetic_form_00622.png,data\synthetic_form_anomalies\masks\synthetic_form_00622_mask.png,dropout,1,1562,1.3302324,68.99001
synthetic_form_00623,m02-069,data\synthetic_form_anomalies\images\synthetic_form_00623.png,data\synthetic_form_anomalies\masks\synthetic_form_00623_mask.png,thickening,1,6698,0.81201017,34.855087
synthetic_form_00624,b06-000,data\synthetic_form_anomalies\images\synthetic_form_00624.png,data\synthetic_form_anomalies\masks\synthetic_form_00624_mask.png,dropout,1,3107,0.7570625,31.235718
synthetic_form_00625,g01-022,data\synthetic_form_anomalies\images\synthetic_form_00625.png,data\synthetic_form_anomalies\masks\synthetic_form_00625_mask.png,thinning,1,3439,1.2934729,66.56869
synthetic_form_00626,m06-076,data\synthetic_form_anomalies\images\synthetic_form_00626.png,data\synthetic_form_anomalies\masks\synthetic_form_00626_mask.png,blur,1,9017,0.9162652,41.722286
synthetic_form_00627,n06-182,data\synthetic_form_anomalies\images\synthetic_form_00627.png,data\synthetic_form_anomalies\masks\synthetic_form_00627_mask.png,thinning,1,14675,0.9231116,42.173256
synthetic_form_00628,r06-090,data\synthetic_form_anomalies\images\synthetic_form_00628.png,data\synthetic_form_anomalies\masks\synthetic_form_00628_mask.png,thinning,1,6501,0.6115003,21.647644
synthetic_form_00629,g06-011o,data\synthetic_form_anomalies\images\synthetic_form_00629.png,data\synthetic_form_anomalies\masks\synthetic_form_00629_mask.png,thickening,1,14836,0.9807876,45.97233
synthetic_form_00630,a01-038x,data\synthetic_form_anomalies\images\synthetic_form_00630.png,data\synthetic_form_anomalies\masks\synthetic_form_00630_mask.png,dropout,1,4359,0.8641262,38.287933
synthetic_form_00631,l01-007,data\synthetic_form_anomalies\images\synthetic_form_00631.png,data\synthetic_form_anomalies\masks\synthetic_form_00631_mask.png,thinning,1,9236,1.6571039,90.520805
synthetic_form_00632,a05-017,data\synthetic_form_anomalies\images\synthetic_form_00632.png,data\synthetic_form_anomalies\masks\synthetic_form_00632_mask.png,thickening,1,5576,1.2700322,65.024666
synthetic_form_00633,c06-095,data\synthetic_form_anomalies\images\synthetic_form_00633.png,data\synthetic_form_anomalies\masks\synthetic_form_00633_mask.png,blur,1,7624,0.9408858,43.34403
synthetic_form_00634,m04-030,data\synthetic_form_anomalies\images\synthetic_form_00634.png,data\synthetic_form_anomalies\masks\synthetic_form_00634_mask.png,dropout,1,10310,0.7858936,33.134804
synthetic_form_00635,p02-131,data\synthetic_form_anomalies\images\synthetic_form_00635.png,data\synthetic_form_anomalies\masks\synthetic_form_00635_mask.png,thinning,1,1428,0.9975642,47.077396
synthetic_form_00636,a05-121,data\synthetic_form_anomalies\images\synthetic_form_00636.png,data\synthetic_form_anomalies\masks\synthetic_form_00636_mask.png,thinning,1,7259,0.9670223,45.065624
synthetic_form_00637,k02-023,data\synthetic_form_anomalies\images\synthetic_form_00637.png,data\synthetic_form_anomalies\masks\synthetic_form_00637_mask.png,thickening,1,18141,0.9627389,44.783478
synthetic_form_00638,p02-090,data\synthetic_form_anomalies\images\synthetic_form_00638.png,data\synthetic_form_anomalies\masks\synthetic_form_00638_mask.png,thickening,1,5002,0.5768665,19.366339
synthetic_form_00639,a06-014,data\synthetic_form_anomalies\images\synthetic_form_00639.png,data\synthetic_form_anomalies\masks\synthetic_form_00639_mask.png,thickening,1,3672,0.7091624,28.080576
synthetic_form_00640,n03-103,data\synthetic_form_anomalies\images\synthetic_form_00640.png,data\synthetic_form_anomalies\masks\synthetic_form_00640_mask.png,thickening,1,7031,1.0964189,53.58888
synthetic_form_00641,p03-033,data\synthetic_form_anomalies\images\synthetic_form_00641.png,data\synthetic_form_anomalies\masks\synthetic_form_00641_mask.png,thinning,1,10525,0.55836713,18.147799
synthetic_form_00642,f07-096,data\synthetic_form_anomalies\images\synthetic_form_00642.png,data\synthetic_form_anomalies\masks\synthetic_form_00642_mask.png,thinning,1,6664,0.6732321,25.71387
synthetic_form_00643,b04-140,data\synthetic_form_anomalies\images\synthetic_form_00643.png,data\synthetic_form_anomalies\masks\synthetic_form_00643_mask.png,thickening,1,5625,0.90902233,41.24521
synthetic_form_00644,g06-045b,data\synthetic_form_anomalies\images\synthetic_form_00644.png,data\synthetic_form_anomalies\masks\synthetic_form_00644_mask.png,blur,1,8006,0.71139824,28.227848
synthetic_form_00645,p03-103,data\synthetic_form_anomalies\images\synthetic_form_00645.png,data\synthetic_form_anomalies\masks\synthetic_form_00645_mask.png,blur,1,16225,0.55357367,17.832056
synthetic_form_00646,a03-063,data\synthetic_form_anomalies\images\synthetic_form_00646.png,data\synthetic_form_anomalies\masks\synthetic_form_00646_mask.png,thinning,1,13790,0.6114058,21.641417
synthetic_form_00647,c02-017,data\synthetic_form_anomalies\images\synthetic_form_00647.png,data\synthetic_form_anomalies\masks\synthetic_form_00647_mask.png,thickening,1,5390,0.8401825,36.710773
synthetic_form_00648,r06-011,data\synthetic_form_anomalies\images\synthetic_form_00648.png,data\synthetic_form_anomalies\masks\synthetic_form_00648_mask.png,thickening,1,1969,0.84757614,37.19779
synthetic_form_00649,a02-120,data\synthetic_form_anomalies\images\synthetic_form_00649.png,data\synthetic_form_anomalies\masks\synthetic_form_00649_mask.png,thinning,1,4875,0.84956664,37.3289
synthetic_form_00650,a02-024,data\synthetic_form_anomalies\images\synthetic_form_00650.png,data\synthetic_form_anomalies\masks\synthetic_form_00650_mask.png,thinning,1,5578,0.5398121,16.92559
synthetic_form_00651,d06-050,data\synthetic_form_anomalies\images\synthetic_form_00651.png,data\synthetic_form_anomalies\masks\synthetic_form_00651_mask.png,blur,1,6092,0.40161675,7.822763
synthetic_form_00652,a05-069,data\synthetic_form_anomalies\images\synthetic_form_00652.png,data\synthetic_form_anomalies\masks\synthetic_form_00652_mask.png,thickening,1,2030,1.1499548,57.115257
synthetic_form_00653,d01-085,data\synthetic_form_anomalies\images\synthetic_form_00653.png,data\synthetic_form_anomalies\masks\synthetic_form_00653_mask.png,dropout,1,5807,1.2474533,63.537415
synthetic_form_00654,a04-092,data\synthetic_form_anomalies\images\synthetic_form_00654.png,data\synthetic_form_anomalies\masks\synthetic_form_00654_mask.png,blur,1,3169,0.537578,16.77843
synthetic_form_00655,f04-083,data\synthetic_form_anomalies\images\synthetic_form_00655.png,data\synthetic_form_anomalies\masks\synthetic_form_00655_mask.png,thickening,1,23654,1.3116218,67.764145
synthetic_form_00656,c04-098,data\synthetic_form_anomalies\images\synthetic_form_00656.png,data\synthetic_form_anomalies\masks\synthetic_form_00656_mask.png,thinning,1,14484,0.65857524,24.748434
synthetic_form_00657,g04-032,data\synthetic_form_anomalies\images\synthetic_form_00657.png,data\synthetic_form_anomalies\masks\synthetic_form_00657_mask.png,thinning,1,7621,0.9409357,43.347313
