sample_id,source_form,synthetic_image,ground_truth_mask,anomaly_type,label,mask_pixels
synthetic_form_00332,g06-050l,data\synthetic_form_anomalies\images\synthetic_form_00332.png,data\synthetic_form_anomalies\masks\synthetic_form_00332_mask.png,thickening,1,5694
synthetic_form_00333,h07-037,data\synthetic_form_anomalies\images\synthetic_form_00333.png,data\synthetic_form_anomalies\masks\synthetic_form_00333_mask.png,thickening,1,3924
synthetic_form_00334,d01-104,data\synthetic_form_anomalies\images\synthetic_form_00334.png,data\synthetic_form_anomalies\masks\synthetic_form_00334_mask.png,blur,1,3831
synthetic_form_00335,b06-053,data\synthetic_form_anomalies\images\synthetic_form_00335.png,data\synthetic_form_anomalies\masks\synthetic_form_00335_mask.png,dropout,1,6200
synthetic_form_00336,p02-022,data\synthetic_form_anomalies\images\synthetic_form_00336.png,data\synthetic_form_anomalies\masks\synthetic_form_00336_mask.png,dropout,1,21085
synthetic_form_00337,m02-066,data\synthetic_form_anomalies\images\synthetic_form_00337.png,data\synthetic_form_anomalies\masks\synthetic_form_00337_mask.png,blur,1,2352
synthetic_form_00338,c06-095,data\synthetic_form_anomalies\images\synthetic_form_00338.png,data\synthetic_form_anomalies\masks\synthetic_form_00338_mask.png,dropout,1,14829
synthetic_form_00339,b02-045,data\synthetic_form_anomalies\images\synthetic_form_00339.png,data\synthetic_form_anomalies\masks\synthetic_form_00339_mask.png,thickening,1,3853
synthetic_form_00340,d04-125,data\synthetic_form_anomalies\images\synthetic_form_00340.png,data\synthetic_form_anomalies\masks\synthetic_form_00340_mask.png,dropout,1,13265
synthetic_form_00341,a04-035,data\synthetic_form_anomalies\images\synthetic_form_00341.png,data\synthetic_form_anomalies\masks\synthetic_form_00341_mask.png,thickening,1,29717
synthetic_form_00342,j01-045,data\synthetic_form_anomalies\images\synthetic_form_00342.png,data\synthetic_form_anomalies\masks\synthetic_form_00342_mask.png,blur,1,1289
synthetic_form_00343,g06-045b,data\synthetic_form_anomalies\images\synthetic_form_00343.png,data\synthetic_form_anomalies\masks\synthetic_form_00343_mask.png,thinning,1,10399
synthetic_form_00344,c03-094c,data\synthetic_form_anomalies\images\synthetic_form_00344.png,data\synthetic_form_anomalies\masks\synthetic_form_00344_mask.png,thickening,1,18677
synthetic_form_00345,k03-157,data\synthetic_form_anomalies\images\synthetic_form_00345.png,data\synthetic_form_anomalies\masks\synthetic_form_00345_mask.png,thickening,1,8802
synthetic_form_00346,g07-074a,data\synthetic_form_anomalies\images\synthetic_form_00346.png,data\synthetic_form_anomalies\masks\synthetic_form_00346_mask.png,blur,1,23520
synthetic_form_00347,d06-100,data\synthetic_form_anomalies\images\synthetic_form_00347.png,data\synthetic_form_anomalies\masks\synthetic_form_00347_mask.png,blur,1,2805
synthetic_form_00348,d05-025,data\synthetic_form_anomalies\images\synthetic_form_00348.png,data\synthetic_form_anomalies\masks\synthetic_form_00348_mask.png,blur,1,28082
synthetic_form_00349,b05-042,data\synthetic_form_anomalies\images\synthetic_form_00349.png,data\synthetic_form_anomalies\masks\synthetic_form_00349_mask.png,blur,1,12826
synthetic_form_00350,m06-042,data\synthetic_form_anomalies\images\synthetic_form_00350.png,data\synthetic_form_anomalies\masks\synthetic_form_00350_mask.png,dropout,1,26246
synthetic_form_00351,m04-081,data\synthetic_form_anomalies\images\synthetic_form_00351.png,data\synthetic_form_anomalies\masks\synthetic_form_00351_mask.png,thickening,1,7862
synthetic_form_00352,g07-000b,data\synthetic_form_anomalies\images\synthetic_form_00352.png,data\synthetic_form_anomalies\masks\synthetic_form_00352_mask.png,thickening,1,10102
synthetic_form_00353,a02-082,data\synthetic_form_anomalies\images\synthetic_form_00353.png,data\synthetic_form_anomalies\masks\synthetic_form_00353_mask.png,dropout,1,13613
synthetic_form_00354,k03-144,data\synthetic_form_anomalies\images\synthetic_form_00354.png,data\synthetic_form_anomalies\masks\synthetic_form_00354_mask.png,thinning,1,2764
synthetic_form_00355,g01-083,data\synthetic_form_anomalies\images\synthetic_form_00355.png,data\synthetic_form_anomalies\masks\synthetic_form_00355_mask.png,blur,1,2873
synthetic_form_00356,b04-107,data\synthetic_form_anomalies\images\synthetic_form_00356.png,data\synthetic_form_anomalies\masks\synthetic_form_00356_mask.png,dropout,1,3406
synthetic_form_00357,g06-011p,data\synthetic_form_anomalies\images\synthetic_form_00357.png,data\synthetic_form_anomalies\masks\synthetic_form_00357_mask.png,dropout,1,6391
synthetic_form_00358,g04-022,data\synthetic_form_anomalies\images\synthetic_form_00358.png,data\synthetic_form_anomalies\masks\synthetic_form_00358_mask.png,thickening,1,2647
synthetic_form_00359,g06-042i,data\synthetic_form_anomalies\images\synthetic_form_00359.png,data\synthetic_form_anomalies\masks\synthetic_form_00359_mask.png,thinning,1,11831
synthetic_form_00360,f04-035,data\synthetic_form_anomalies\images\synthetic_form_00360.png,data\synthetic_form_anomalies\masks\synthetic_form_00360_mask.png,blur,1,6390
synthetic_form_00361,f01-075,data\synthetic_form_anomalies\images\synthetic_form_00361.png,data\synthetic_form_anomalies\masks\synthetic_form_00361_mask.png,thinning,1,11048
synthetic_form_00362,g01-022,data\synthetic_form_anomalies\images\synthetic_form_00362.png,data\synthetic_form_anomalies\masks\synthetic_form_00362_mask.png,dropout,1,2115
synthetic_form_00363,e04-004,data\synthetic_form_anomalies\images\synthetic_form_00363.png,data\synthetic_form_anomalies\masks\synthetic_form_00363_mask.png,thickening,1,8117
synthetic_form_00364,m04-190,data\synthetic_form_anomalies\images\synthetic_form_00364.png,data\synthetic_form_anomalies\masks\synthetic_form_00364_mask.png,thinning,1,10606
synthetic_form_00365,b06-023,data\synthetic_form_anomalies\images\synthetic_form_00365.png,data\synthetic_form_anomalies\masks\synthetic_form_00365_mask.png,thickening,1,1864
synthetic_form_00366,a04-072,data\synthetic_form_anomalies\images\synthetic_form_00366.png,data\synthetic_form_anomalies\masks\synthetic_form_00366_mask.png,blur,1,25328
synthetic_form_00367,g06-011i,data\synthetic_form_anomalies\images\synthetic_form_00367.png,data\synthetic_form_anomalies\masks\synthetic_form_00367_mask.png,thinning,1,4706
synthetic_form_00368,g04-052,data\synthetic_form_anomalies\images\synthetic_form_00368.png,data\synthetic_form_anomalies\masks\synthetic_form_00368_mask.png,thinning,1,2733
synthetic_form_00369,g06-026f,data\synthetic_form_anomalies\images\synthetic_form_00369.png,data\synthetic_form_anomalies\masks\synthetic_form_00369_mask.png,thinning,1,4966
synthetic_form_00370,a01-107,data\synthetic_form_anomalies\images\synthetic_form_00370.png,data\synthetic_form_anomalies\masks\synthetic_form_00370_mask.png,dropout,1,16150
synthetic_form_00371,k07-067a,data\synthetic_form_anomalies\images\synthetic_form_00371.png,data\synthetic_form_anomalies\masks\synthetic_form_00371_mask.png,dropout,1,9034
synthetic_form_00372,c06-087,data\synthetic_form_anomalies\images\synthetic_form_00372.png,data\synthetic_form_anomalies\masks\synthetic_form_00372_mask.png,thinning,1,7238
synthetic_form_00373,b05-058,data\synthetic_form_anomalies\images\synthetic_form_00373.png,data\synthetic_form_anomalies\masks\synthetic_form_00373_mask.png,dropout,1,6696
synthetic_form_00374,a06-036,data\synthetic_form_anomalies\images\synthetic_form_00374.png,data\synthetic_form_anomalies\masks\synthetic_form_00374_mask.png,thickening,1,8898
synthetic_form_00375,k03-117,data\synthetic_form_anomalies\images\synthetic_form_00375.png,data\synthetic_form_anomalies\masks\synthetic_form_00375_mask.png,thinning,1,5106
synthetic_form_00376,h07-066b,data\synthetic_form_anomalies\images\synthetic_form_00376.png,data\synthetic_form_anomalies\masks\synthetic_form_00376_mask.png,thinning,1,1641
synthetic_form_00377,h06-096,data\synthetic_form_anomalies\images\synthetic_form_00377.png,data\synthetic_form_anomalies\masks\synthetic_form_00377_mask.png,blur,1,12277
synthetic_form_00378,g07-047,data\synthetic_form_anomalies\images\synthetic_form_00378.png,data\synthetic_form_anomalies\masks\synthetic_form_00378_mask.png,thickening,1,8734
synthetic_form_00379,f01-147,data\synthetic_form_anomalies\images\synthetic_form_00379.png,data\synthetic_form_anomalies\masks\synthetic_form_00379_mask.png,dropout,1,11747
synthetic_form_00380,g06-031l,data\synthetic_form_anomalies\images\synthetic_form_00380.png,data\synthetic_form_anomalies\masks\synthetic_form_00380_mask.png,blur,1,1835
synthetic_form_00381,m06-031,data\synthetic_form_anomalies\images\synthetic_form_00381.png,data\synthetic_form_anomalies\masks\synthetic_form_00381_mask.png,blur,1,20500
synthetic_form_00382,b04-162,data\synthetic_form_anomalies\images\synthetic_form_00382.png,data\synthetic_form_anomalies\masks\synthetic_form_00382_mask.png,thinning,1,2030
synthetic_form_00383,g06-045i,data\synthetic_form_anomalies\images\synthetic_form_00383.png,data\synthetic_form_anomalies\masks\synthetic_form_00383_mask.png,thickening,1,4944
synthetic_form_00384,b06-100,data\synthetic_form_anomalies\images\synthetic_form_00384.png,data\synthetic_form_anomalies\masks\synthetic_form_00384_mask.png,blur,1,1292
synthetic_form_00385,p03-057,data\synthetic_form_anomalies\images\synthetic_form_00385.png,data\synthetic_form_anomalies\masks\synthetic_form_00385_mask.png,blur,1,7097
synthetic_form_00386,a05-080,data\synthetic_form_anomalies\images\synthetic_form_00386.png,data\synthetic_form_anomalies\masks\synthetic_form_00386_mask.png,blur,1,14268
synthetic_form_00387,b04-121,data\synthetic_form_anomalies\images\synthetic_form_00387.png,data\synthetic_form_anomalies\masks\synthetic_form_00387_mask.png,thickening,1,6725
synthetic_form_00388,m04-246,data\synthetic_form_anomalies\images\synthetic_form_00388.png,data\synthetic_form_anomalies\masks\synthetic_form_00388_mask.png,thinning,1,18123
synthetic_form_00389,n02-109,data\synthetic_form_anomalies\images\synthetic_form_00389.png,data\synthetic_form_anomalies\masks\synthetic_form_00389_mask.png,blur,1,14069
synthetic_form_00390,k07-125,data\synthetic_form_anomalies\images\synthetic_form_00390.png,data\synthetic_form_anomalies\masks\synthetic_form_00390_mask.png,thickening,1,6643
synthetic_form_00391,m04-251,data\synthetic_form_anomalies\images\synthetic_form_00391.png,data\synthetic_form_anomalies\masks\synthetic_form_00391_mask.png,dropout,1,2995
synthetic_form_00392,m02-083,data\synthetic_form_anomalies\images\synthetic_form_00392.png,data\synthetic_form_anomalies\masks\synthetic_form_00392_mask.png,blur,1,20882
synthetic_form_00393,m06-019,data\synthetic_form_anomalies\images\synthetic_form_00393.png,data\synthetic_form_anomalies\masks\synthetic_form_00393_mask.png,dropout,1,12000
synthetic_form_00394,e07-061,data\synthetic_form_anomalies\images\synthetic_form_00394.png,data\synthetic_form_anomalies\masks\synthetic_form_00394_mask.png,thinning,1,1852
synthetic_form_00395,g06-037h,data\synthetic_form_anomalies\images\synthetic_form_00395.png,data\synthetic_form_anomalies\masks\synthetic_form_00395_mask.png,blur,1,2849
synthetic_form_00396,m01-079,data\synthetic_form_anomalies\images\synthetic_form_00396.png,data\synthetic_form_anomalies\masks\synthetic_form_00396_mask.png,blur,1,6318
synthetic_form_00397,g06-026g,data\synthetic_form_anomalies\images\synthetic_form_00397.png,data\synthetic_form_anomalies\masks\synthetic_form_00397_mask.png,thickening,1,21281
synthetic_form_00398,d05-040,data\synthetic_form_anomalies\images\synthetic_form_00398.png,data\synthetic_form_anomalies\masks\synthetic_form_00398_mask.png,dropout,1,1349
synthetic_form_00399,d06-046,data\synthetic_form_anomalies\images\synthetic_form_00399.png,data\synthetic_form_anomalies\masks\synthetic_form_00399_mask.png,blur,1,5461
synthetic_form_00400,g06-011k,data\synthetic_form_anomalies\images\synthetic_form_00400.png,data\synthetic_form_anomalies\masks\synthetic_form_00400_mask.png,blur,1,2867
synthetic_form_00401,l01-199,data\synthetic_form_anomalies\images\synthetic_form_00401.png,data\synthetic_form_anomalies\masks\synthetic_form_00401_mask.png,dropout,1,4156
synthetic_form_00402,j01-042,data\synthetic_form_anomalies\images\synthetic_form_00402.png,data\synthetic_form_anomalies\masks\synthetic_form_00402_mask.png,dropout,1,1343
synthetic_form_00403,a01-087u,data\synthetic_form_anomalies\images\synthetic_form_00403.png,data\synthetic_form_anomalies\masks\synthetic_form_00403_mask.png,dropout,1,13260
synthetic_form_00404,d05-025,data\synthetic_form_anomalies\images\synthetic_form_00404.png,data\synthetic_form_anomalies\masks\synthetic_form_00404_mask.png,thickening,1,4412
synthetic_form_00405,e04-068,data\synthetic_form_anomalies\images\synthetic_form_00405.png,data\synthetic_form_anomalies\masks\synthetic_form_00405_mask.png,blur,1,9663
synthetic_form_00406,k02-029,data\synthetic_form_anomalies\images\synthetic_form_00406.png,data\synthetic_form_anomalies\masks\synthetic_form_00406_mask.png,dropout,1,5297
synthetic_form_00407,b05-045,data\synthetic_form_anomalies\images\synthetic_form_00407.png,data\synthetic_form_anomalies\masks\synthetic_form_00407_mask.png,dropout,1,6038
synthetic_form_00408,g04-011,data\synthetic_form_anomalies\images\synthetic_form_00408.png,data\synthetic_form_anomalies\masks\synthetic_form_00408_mask.png,thinning,1,2851
synthetic_form_00409,k04-079,data\synthetic_form_anomalies\images\synthetic_form_00409.png,data\synthetic_form_anomalies\masks\synthetic_form_00409_mask.png,dropout,1,2846
synthetic_form_00410,k04-050,data\synthetic_form_anomalies\images\synthetic_form_00410.png,data\synthetic_form_anomalies\masks\synthetic_form_00410_mask.png,thickening,1,13541
synthetic_form_00411,a06-152,data\synthetic_form_anomalies\images\synthetic_form_00411.png,data\synthetic_form_anomalies\masks\synthetic_form_00411_mask.png,blur,1,4847
synthetic_form_00412,b06-036,data\synthetic_form_anomalies\images\synthetic_form_00412.png,data\synthetic_form_anomalies\masks\synthetic_form_00412_mask.png,dropout,1,23017
synthetic_form_00413,h07-030,data\synthetic_form_anomalies\images\synthetic_form_00413.png,data\synthetic_form_anomalies\masks\synthetic_form_00413_mask.png,thinning,1,3857
synthetic_form_00414,h01-014,data\synthetic_form_anomalies\images\synthetic_form_00414.png,data\synthetic_form_anomalies\masks\synthetic_form_00414_mask.png,thinning,1,1358
synthetic_form_00415,m01-160,data\synthetic_form_anomalies\images\synthetic_form_00415.png,data\synthetic_form_anomalies\masks\synthetic_form_00415_mask.png,blur,1,4254
synthetic_form_00416,l04-174,data\synthetic_form_anomalies\images\synthetic_form_00416.png,data\synthetic_form_anomalies\masks\synthetic_form_00416_mask.png,dropout,1,5879
synthetic_form_00417,p03-047,data\synthetic_form_anomalies\images\synthetic_form_00417.png,data\synthetic_form_anomalies\masks\synthetic_form_00417_mask.png,blur,1,5782
synthetic_form_00418,f07-006,data\synthetic_form_anomalies\images\synthetic_form_00418.png,data\synthetic_form_anomalies\masks\synthetic_form_00418_mask.png,blur,1,15682
synthetic_form_00419,r02-013,data\synthetic_form_anomalies\images\synthetic_form_00419.png,data\synthetic_form_anomalies\masks\synthetic_form_00419_mask.png,dropout,1,4917
synthetic_form_00420,e01-086,data\synthetic_form_anomalies\images\synthetic_form_00420.png,data\synthetic_form_anomalies\masks\synthetic_form_00420_mask.png,thickening,1,2797
synthetic_form_00421,h02-035,data\synthetic_form_anomalies\images\synthetic_form_00421.png,data\synthetic_form_anomalies\masks\synthetic_form_00421_mask.png,dropout,1,23304
synthetic_form_00422,b06-064,data\synthetic_form_anomalies\images\synthetic_form_00422.png,data\synthetic_form_anomalies\masks\synthetic_form_00422_mask.png,thickening,1,3852
synthetic_form_00423,p02-115,data\synthetic_form_anomalies\images\synthetic_form_00423.png,data\synthetic_form_anomalies\masks\synthetic_form_00423_mask.png,dropout,1,4411
synthetic_form_00424,f02-040,data\synthetic_form_anomalies\images\synthetic_form_00424.png,data\synthetic_form_anomalies\masks\synthetic_form_00424_mask.png,thinning,1,5886
synthetic_form_00425,h07-033a,data\synthetic_form_anomalies\images\synthetic_form_00425.png,data\synthetic_form_anomalies\masks\synthetic_form_00425_mask.png,thinning,1,6845
synthetic_form_00426,k07-059a,data\synthetic_form_anomalies\images\synthetic_form_00426.png,data\synthetic_form_anomalies\masks\synthetic_form_00426_mask.png,dropout,1,22206
synthetic_form_00427,f02-040,data\synthetic_form_anomalies\images\synthetic_form_00427.png,data\synthetic_form_anomalies\masks\synthetic_form_00427_mask.png,blur,1,20681
synthetic_form_00428,k04-005,data\synthetic_form_anomalies\images\synthetic_form_00428.png,data\synthetic_form_anomalies\masks\synthetic_form_00428_mask.png,dropout,1,7610
synthetic_form_00429,c04-000,data\synthetic_form_anomalies\images\synthetic_form_00429.png,data\synthetic_form_anomalies\masks\synthetic_form_00429_mask.png,blur,1,10420
synthetic_form_00430,d01-118,data\synthetic_form_anomalies\images\synthetic_form_00430.png,data\synthetic_form_anomalies\masks\synthetic_form_00430_mask.png,thinning,1,8525
synthetic_form_00431,f04-004,data\synthetic_form_anomalies\images\synthetic_form_00431.png,data\synthetic_form_anomalies\masks\synthetic_form_00431_mask.png,blur,1,11619
synthetic_form_00432,e04-132,data\synthetic_form_anomalies\images\synthetic_form_00432.png,data\synthetic_form_anomalies\masks\synthetic_form_00432_mask.png,dropout,1,11933
synthetic_form_00433,g06-018p,data\synthetic_form_anomalies\images\synthetic_form_00433.png,data\synthetic_form_anomalies\masks\synthetic_form_00433_mask.png,blur,1,3742
synthetic_form_00434,a02-086,data\synthetic_form_anomalies\images\synthetic_form_00434.png,data\synthetic_form_anomalies\masks\synthetic_form_00434_mask.png,blur,1,10875
synthetic_form_00435,g06-047k,data\synthetic_form_anomalies\images\synthetic_form_00435.png,data\synthetic_form_anomalies\masks\synthetic_form_00435_mask.png,thinning,1,5231
synthetic_form_00436,k02-067,data\synthetic_form_anomalies\images\synthetic_form_00436.png,data\synthetic_form_anomalies\masks\synthetic_form_00436_mask.png,thinning,1,5709
synthetic_form_00437,m02-066,data\synthetic_form_anomalies\images\synthetic_form_00437.png,data\synthetic_form_anomalies\masks\synthetic_form_00437_mask.png,thinning,1,5603
synthetic_form_00438,n04-015,data\synthetic_form_anomalies\images\synthetic_form_00438.png,data\synthetic_form_anomalies\masks\synthetic_form_00438_mask.png,thinning,1,1505
synthetic_form_00439,b01-023,data\synthetic_form_anomalies\images\synthetic_form_00439.png,data\synthetic_form_anomalies\masks\synthetic_form_00439_mask.png,thickening,1,10056
synthetic_form_00440,b05-074,data\synthetic_form_anomalies\images\synthetic_form_00440.png,data\synthetic_form_anomalies\masks\synthetic_form_00440_mask.png,dropout,1,7161
synthetic_form_00441,n02-016,data\synthetic_form_anomalies\images\synthetic_form_00441.png,data\synthetic_form_anomalies\masks\synthetic_form_00441_mask.png,blur,1,3563
synthetic_form_00442,f04-035,data\synthetic_form_anomalies\images\synthetic_form_00442.png,data\synthetic_form_anomalies\masks\synthetic_form_00442_mask.png,thickening,1,3552
synthetic_form_00443,l01-129,data\synthetic_form_anomalies\images\synthetic_form_00443.png,data\synthetic_form_anomalies\masks\synthetic_form_00443_mask.png,thinning,1,7854
synthetic_form_00444,c03-021d,data\synthetic_form_anomalies\images\synthetic_form_00444.png,data\synthetic_form_anomalies\masks\synthetic_form_00444_mask.png,dropout,1,18639
synthetic_form_00445,c03-094a,data\synthetic_form_anomalies\images\synthetic_form_00445.png,data\synthetic_form_anomalies\masks\synthetic_form_00445_mask.png,blur,1,1762
synthetic_form_00446,l01-000,data\synthetic_form_anomalies\images\synthetic_form_00446.png,data\synthetic_form_anomalies\masks\synthetic_form_00446_mask.png,blur,1,5617
synthetic_form_00447,g06-093,data\synthetic_form_anomalies\images\synthetic_form_00447.png,data\synthetic_form_anomalies\masks\synthetic_form_00447_mask.png,thinning,1,5331
synthetic_form_00448,e02-094,data\synthetic_form_anomalies\images\synthetic_form_00448.png,data\synthetic_form_anomalies\masks\synthetic_form_00448_mask.png,blur,1,11053
synthetic_form_00449,c02-089,data\synthetic_form_anomalies\images\synthetic_form_00449.png,data\synthetic_form_anomalies\masks\synthetic_form_00449_mask.png,thinning,1,3857
synthetic_form_00450,r03-065,data\synthetic_form_anomalies\images\synthetic_form_00450.png,data\synthetic_form_anomalies\masks\synthetic_form_00450_mask.png,thinning,1,6073
synthetic_form_00451,m01-125,data\synthetic_form_anomalies\images\synthetic_form_00451.png,data\synthetic_form_anomalies\masks\synthetic_form_00451_mask.png,dropout,1,1089
synthetic_form_00452,j01-045,data\synthetic_form_anomalies\images\synthetic_form_00452.png,data\synthetic_form_anomalies\masks\synthetic_form_00452_mask.png,thickening,1,8223
synthetic_form_00453,b06-004,data\synthetic_form_anomalies\images\synthetic_form_00453.png,data\synthetic_form_anomalies\masks\synthetic_form_00453_mask.png,thickening,1,3462
synthetic_form_00454,g06-011j,data\synthetic_form_anomalies\images\synthetic_form_00454.png,data\synthetic_form_anomalies\masks\synthetic_form_00454_mask.png,blur,1,5381
synthetic_form_00455,e07-098,data\synthetic_form_anomalies\images\synthetic_form_00455.png,data\synthetic_form_anomalies\masks\synthetic_form_00455_mask.png,thickening,1,10846
synthetic_form_00456,n02-028,data\synthetic_form_anomalies\images\synthetic_form_00456.png,data\synthetic_form_anomalies\masks\synthetic_form_00456_mask.png,thickening,1,8404
synthetic_form_00457,b04-026,data\synthetic_form_anomalies\images\synthetic_form_00457.png,data\synthetic_form_anomalies\masks\synthetic_form_00457_mask.png,dropout,1,2901
synthetic_form_00458,n06-123,data\synthetic_form_anomalies\images\synthetic_form_00458.png,data\synthetic_form_anomalies\masks\synthetic_form_00458_mask.png,thickening,1,4125
synthetic_form_00459,e06-070,data\synthetic_form_anomalies\images\synthetic_form_00459.png,data\synthetic_form_anomalies\masks\synthetic_form_00459_mask.png,thinning,1,5827
synthetic_form_00460,h02-019,data\synthetic_form_anomalies\images\synthetic_form_00460.png,data\synthetic_form_anomalies\masks\synthetic_form_00460_mask.png,blur,1,30041
synthetic_form_00461,g06-037h,data\synthetic_form_anomalies\images\synthetic_form_00461.png,data\synthetic_form_anomalies\masks\synthetic_form_00461_mask.png,thinning,1,7021
synthetic_form_00462,n04-190,data\synthetic_form_anomalies\images\synthetic_form_00462.png,data\synthetic_form_anomalies\masks\synthetic_form_00462_mask.png,dropout,1,1642
synthetic_form_00463,j06-005,data\synthetic_form_anomalies\images\synthetic_form_00463.png,data\synthetic_form_anomalies\masks\synthetic_form_00463_mask.png,thickening,1,3825
synthetic_form_00464,k04-017,data\synthetic_form_anomalies\images\synthetic_form_00464.png,data\synthetic_form_anomalies\masks\synthetic_form_00464_mask.png,thinning,1,1494
synthetic_form_00465,f04-087,data\synthetic_form_anomalies\images\synthetic_form_00465.png,data\synthetic_form_anomalies\masks\synthetic_form_00465_mask.png,thinning,1,3379
synthetic_form_00466,a06-075,data\synthetic_form_anomalies\images\synthetic_form_00466.png,data\synthetic_form_anomalies\masks\synthetic_form_00466_mask.png,dropout,1,1473
synthetic_form_00467,b05-017,data\synthetic_form_anomalies\images\synthetic_form_00467.png,data\synthetic_form_anomalies\masks\synthetic_form_00467_mask.png,thickening,1,6386
synthetic_form_00468,g07-022a,data\synthetic_form_anomalies\images\synthetic_form_00468.png,data\synthetic_form_anomalies\masks\synthetic_form_00468_mask.png,dropout,1,4430
synthetic_form_00469,d06-107,data\synthetic_form_anomalies\images\synthetic_form_00469.png,data\synthetic_form_anomalies\masks\synthetic_form_00469_mask.png,thickening,1,3334
synthetic_form_00470,g06-042g,data\synthetic_form_anomalies\images\synthetic_form_00470.png,data\synthetic_form_anomalies\masks\synthetic_form_00470_mask.png,thickening,1,5766
synthetic_form_00471,h01-000,data\synthetic_form_anomalies\images\synthetic_form_00471.png,data\synthetic_form_anomalies\masks\synthetic_form_00471_mask.png,thinning,1,9002
synthetic_form_00472,m04-251,data\synthetic_form_anomalies\images\synthetic_form_00472.png,data\synthetic_form_anomalies\masks\synthetic_form_00472_mask.png,dropout,1,2819
synthetic_form_00473,g04-108,data\synthetic_form_anomalies\images\synthetic_form_00473.png,data\synthetic_form_anomalies\masks\synthetic_form_00473_mask.png,thinning,1,3076
synthetic_form_00474,b04-026,data\synthetic_form_anomalies\images\synthetic_form_00474.png,data\synthetic_form_anomalies\masks\synthetic_form_00474_mask.png,thinning,1,21554
synthetic_form_00475,a01-007x,data\synthetic_form_anomalies\images\synthetic_form_00475.png,data\synthetic_form_anomalies\masks\synthetic_form_00475_mask.png,dropout,1,2060
synthetic_form_00476,n04-068,data\synthetic_form_anomalies\images\synthetic_form_00476.png,data\synthetic_form_anomalies\masks\synthetic_form_00476_mask.png,thinning,1,6014
synthetic_form_00477,g07-014,data\synthetic_form_anomalies\images\synthetic_form_00477.png,data\synthetic_form_anomalies\masks\synthetic_form_00477_mask.png,thinning,1,2189
synthetic_form_00478,a01-132x,data\synthetic_form_anomalies\images\synthetic_form_00478.png,data\synthetic_form_anomalies\masks\synthetic_form_00478_mask.png,thickening,1,7558
synthetic_form_00479,c04-165,data\synthetic_form_anomalies\images\synthetic_form_00479.png,data\synthetic_form_anomalies\masks\synthetic_form_00479_mask.png,thickening,1,11854
synthetic_form_00480,l07-118,data\synthetic_form_anomalies\images\synthetic_form_00480.png,data\synthetic_form_anomalies\masks\synthetic_form_00480_mask.png,dropout,1,5398
synthetic_form_00481,g06-047d,data\synthetic_form_anomalies\images\synthetic_form_00481.png,data\synthetic_form_anomalies\masks\synthetic_form_00481_mask.png,thickening,1,14305
synthetic_form_00482,h07-040b,data\synthetic_form_anomalies\images\synthetic_form_00482.png,data\synthetic_form_anomalies\masks\synthetic_form_00482_mask.png,blur,1,6757
synthetic_form_00483,l01-195,data\synthetic_form_anomalies\images\synthetic_form_00483.png,data\synthetic_form_anomalies\masks\synthetic_form_00483_mask.png,thinning,1,3438
synthetic_form_00484,b06-027,data\synthetic_form_anomalies\images\synthetic_form_00484.png,data\synthetic_form_anomalies\masks\synthetic_form_00484_mask.png,dropout,1,4002
synthetic_form_00485,e07-086,data\synthetic_form_anomalies\images\synthetic_form_00485.png,data\synthetic_form_anomalies\masks\synthetic_form_00485_mask.png,thinning,1,6248
synthetic_form_00486,k04-106,data\synthetic_form_anomalies\images\synthetic_form_00486.png,data\synthetic_form_anomalies\masks\synthetic_form_00486_mask.png,dropout,1,2920
synthetic_form_00487,j04-080,data\synthetic_form_anomalies\images\synthetic_form_00487.png,data\synthetic_form_anomalies\masks\synthetic_form_00487_mask.png,dropout,1,10370
synthetic_form_00488,b06-075(1),data\synthetic_form_anomalies\images\synthetic_form_00488.png,data\synthetic_form_anomalies\masks\synthetic_form_00488_mask.png,dropout,1,3168
synthetic_form_00489,d05-025,data\synthetic_form_anomalies\images\synthetic_form_00489.png,data\synthetic_form_anomalies\masks\synthetic_form_00489_mask.png,dropout,1,3297
synthetic_form_00490,a03-089,data\synthetic_form_anomalies\images\synthetic_form_00490.png,data\synthetic_form_anomalies\masks\synthetic_form_00490_mask.png,thinning,1,3833
synthetic_form_00491,d06-003,data\synthetic_form_anomalies\images\synthetic_form_00491.png,data\synthetic_form_anomalies\masks\synthetic_form_00491_mask.png,thickening,1,11297
synthetic_form_00492,g04-052,data\synthetic_form_anomalies\images\synthetic_form_00492.png,data\synthetic_form_anomalies\masks\synthetic_form_00492_mask.png,thickening,1,12229
synthetic_form_00493,g04-104,data\synthetic_form_anomalies\images\synthetic_form_00493.png,data\synthetic_form_anomalies\masks\synthetic_form_00493_mask.png,thickening,1,10704
synthetic_form_00494,c03-094e,data\synthetic_form_anomalies\images\synthetic_form_00494.png,data\synthetic_form_anomalies\masks\synthetic_form_00494_mask.png,thinning,1,11559
synthetic_form_00495,c06-014,data\synthetic_form_anomalies\images\synthetic_form_00495.png,data\synthetic_form_anomalies\masks\synthetic_form_00495_mask.png,thinning,1,4787
synthetic_form_00496,r06-018,data\synthetic_form_anomalies\images\synthetic_form_00496.png,data\synthetic_form_anomalies\masks\synthetic_form_00496_mask.png,thinning,1,21064
synthetic_form_00497,g06-026c,data\synthetic_form_anomalies\images\synthetic_form_00497.png,data\synthetic_form_anomalies\masks\synthetic_form_00497_mask.png,blur,1,14501
